tweet,sarcastic
I think France will win #Euro2016. Predict who will flop and come out on top at https://t.co/U8ycyIk3JK https://t.co/PGTRXBNSLY,0
@williamhanson As I said yesterday- I speak the truth! Thanks a lot for a great talk I know the entire year enjoyed it though I roughly and learnt a lot.,0
"first day of work, and i’ve already cried on the job 👍",1
We didn’t deserve to draw anyway but it’s just so frustrating to lose due to shit officiating,0
Life is about eating chicken finger and getting drunk,1
"Today I learned that kitties do this thing called ""making biscuits"" when they're happy and content, and that's the most wholesome thing ever.",0
Resisting the urge to label mulder a himbo,0
Only a a President as strong and decisive as @realDonaldTrump would force the FDA to OK a drug even before clinical trial results are in.  No need to wait for such silly formalities - people have been taking the drug for years and most are still alive and fine! #OkToTry #Gotrump https://t.co/IdxTJ7kucp,1
"this is the first time in 6 years i haven’t had to move, i am so relieved",0
kyungsoo i know you don’t want to give out spoilers for the moon…but please spoil something we haven’t gotten anything please im on the edge,0
i love jumping on zoom meetings where everyone is talking about their kids &amp; i'm stuffing my face with taco bell,1
I just want things to go back to the way they were @ diapers pacifiers and sippy cups,0
I look so fucking good right now why am I not doing anything,0
"@traves whoa! that's a little too crazy man, slow down",1
"#NakedForMonstaX
@OfficialMonstaX 
This is a great hashtag 😂",0
Semester hasn’t even started and I’ve already had two breakdowns :) this is gonna be a fun one!,1
In other news I have a job interview this week! \o/,0
if you display your pop funkos in the box then you’re a tory,1
#McflyAllAboutUs got me right in the feels ❤️,0
Because of #Trump I now don't have to worry about other countries making fun of me for being fat! 🍩🍫🍰🍕 #Thankstotrump #America,1
btw fat ppl realize when u comment “omg such a glow up!!” on someone’s video/post where the only difference between the person before and after is that they lost weight 😐,0
every time something happens to the stock market it just becomes more and more clear that i don’t understand the stock market,0
"You know the one thing I really wish I could see? I want  a Piers Morgan esque interview with #LilleeJean where she's forced to explain her shitty behaviour and see if she storms off or comes up with some BS to make her look cute and innocent.

It'd be a fun watch.",1
I cannot put into words how incredible of a novel A Thousand Splendid Suns is wowowow thank you @khaledhosseini,0
My bank account when I’m bored and online shop during work https://t.co/ZqgMBKXSP9,0
"Packing to move house, and currently wondering why I had to pick such a heavy hobby? Like, why did I have to pick reading? Books are so heavy, my back hurts. Why couldn’t I have picked knitting? Yarn is light 🥲",1
The new album by @kylieminogue  has put me in a good mood. #DISCO,0
I’m on a serious treat myself kick and I’m not mad about it,0
sure you have a paying job but are you a Silver Chick Fil A Rewards member? 😤🙄🧐,1
"ANY PENSIONER AND 4 YEAR OLD WHO DARE TAKE ME ON AT DINOSAUR THEMED CRAZY GOLF WILL BE CRUSHED, CRUSHED I TELL YOU. https://t.co/yZlafy0lsd",1
"Day 3 of law school
Law professor: “There are people who love you and people will listen to you talk about law school. Not both”
Me: *thinking* “I need to find this unicorn”",0
Love being called the devil for taking away someone’s phone at summer school🤗🤗🤗,1
"Thanks @Tesco for not informing me that my click and collect order had been cancelled when my account says it's ready to collect my partner has had to travel unnecessarily to Stafford and we still don't have our shopping, good diet I guess having to wait for my 26th delivery slot https://t.co/xq9oXEkw8o",1
Just almost got hit on the highway by a @CityofSanDiego truck 🤪 tysm for making me feel safe guys!!!,1
"Focus on the goals you’ve set and celebrate how far you’ve come since then. Rather big or small, be happy for yourself that you’ve accomplished something! #igotoutofmypjstoday #InternationalSelfCareDay",0
Every year I watch Soccer Aid and I always forget that Mark Wright is an actually good footballer,0
who thinks me and sam should start a band called 'teeth at midnight' 🦷🌙,1
Turnover is the best band to cry to/drive to/daydream to/fall asleep to/ reminisce to/die to,1
need a new pfp pls send suggestions,0
shoutout to the kid who brought a pineapple to hc and threw it around #madrespect,1
The FOMO not being in a pub with everyone is real 😭,0
no more disney stores in georgia im so sad right now the one in alpharetta was my favorite,0
"Hard to imagine a better start to Saturday than running through the forest listening to NRC’s “One Hour Run”, Coach Bennett’s love letter to running. Thanks Coach @bennettrun this is my favourite audio guided run so far 🙏 #nikehalfmarathontrainingplan #week12complete",0
"Oh wow, trolls really have a lot of time on there hands, jeez 🙄 they really don’t like getting banned #twitchtrolls",1
omg text “pew pew” and see what happens 😮,0
✨florence pughs nose✨,0
"""are you experiencing suicidal or homicidal ideation?""
""only while trying to talk to a human when I call @Walgreens pharmacy""",1
hot take but the taylor swift cardigan looks like something from Justice,0
too many dudes are wearing birks with socks on. grow up. get the fucking toes out man.,1
"Nothing can be further from the kickoff of the NFL season than a pre-game performance by Ed Sheeran.

Nothing against him but he just doesn't inspire me to watch football.

#Football #NFL #Weak #TestosteroneDeficiency https://t.co/JTI2qgSxUq",1
"Here’s the situation, DO WHATEVER MAKES YOUR HEART HAPPY!!! 

You’re going to die one day dang it. 

At least do all the things you wanted to before you leave!!",0
"North Dakota: *has one decent week of weather*
Mother Nature: NOW I SHALL CAST OUT THE SUN AND BRING THE COLDEST OF RAINS UPON THY SUPER, DUPER FLAT LAND.",1
@brruhia Nah bruh you just drinking it upside down 😂,1
"@roopabanerjee I had the same problem, but as others have said use the left/right arrows on your remote, not the &gt;&gt; key, then it jumps 10 seconds at a time or longer if you press and hold.",0
i'm gonna be real i voted weeks ago and i'm lowkey sad i don't get a sticker😞,0
Yes you can break all the rules for Christmas and risk serious fines and killing your loved ones with a deadly virus OR you could ✨stay at home✨,1
"How I flirt with boys 

Boy: “Hey I saw you from across the room and had to come over”

Me: “Wow you’re super observant. Do you have 20/20 vision?”",1
When I grow up I wanna be a sociopath,1
"Today's the day, last to chance to sign to show support https://t.co/MsgaINJPVj",0
Wow it's almost as if it's their literal job to have a lot of knowledge about a wide array of subjects.. Funny that https://t.co/NGi02vXxnK,1
"Both kiddos have a cold I don't feel good and now I think my oldest is having stomach issues, oh what a fun night!",1
i’m dying,1
don’t make me rewatch panic 🤨,1
I haven’t used snap in so long and my short attention span/short term memory can’t keep track of what we’re talking about 😩,0
@TheSpursExpress @JBurtTelegraph I've done this to my employer too. I'm expecting we'll both get the same answer,1
reading academic writing with the theoretical framework of being a hater,0
Can you guys stop making Palestinian liberation into an excuse to be antisemitic.,0
"@BuzzPatterson I say he's still pretty wiley.  A touch (?) of senility might be turbo-charging his wileyness, and he naturally loves the attention of his courtesan 'handlers'.",0
I hate you so much @Eagles,1
Woke up at 3 am with a MAD craving for pickles. I guess that means I'm expecting!,1
A wrong impression is once again my specialty,1
not to alarm anyone but i just saw spider-man by uta,1
Can’t wait to see Ed sheeran at tramlines tomoz x,1
"Love is so fucking weird.

Love made me want to die a thousand times over in the past, but now love makes me want to re-clean the toilet because I blew it up after she cleaned it.

I've never publicly said this, but my previous encounters with love were ponds, this one is a sea.",0
@NRA Number one lesson: 20 years on and we still have enemies.  Test this against ANY 20 year span in our history.  Resist those who will dominate you!,0
Old people don’t deserve rights,1
"tiktok has a new girl saying, “time to go to bed, stop scrolling” &amp; i decided i’ll listen to her but only because she didn’t scream at me",0
I can’t believe it’s been 20 years!!! I’m still as much in love with them now as I was back then 🤣 @officialblue they gave me the most amazing friend in @AriesBabe85! 💙💙💙💙 #20yearsofBlue,0
Petition to call erections social dickstanding,1
hissy fit clothing I am obsessed with everything you do,0
just your casual reminder that #AllBirthdaysMatter and I can’t stress this enough✨fuck trump✨,1
"@jimcramer Yo jim I put my life savings in $didi at $16 as per your request now me and my family are eating MREs in full survival mode

What should I do?",1
Man I just love it when I'm forced to pitch two games back to back bc our other pitcher didn't show up,1
NOT EVERYONE but most of the people I’ve encountered in Austin are some of the rudest people I’ve met. This city prides itself on being diverse and a “safe space” but people won’t even say good morning or look in your direction/acknowledge you 🙃,0
I have a love hate relationship with the night shift.,0
"woke up from a dream this morning that my high school best friend was pregnant. we don’t talk anymore. she posted an announcement this afternoon. oh august, you will be funnn ☁️∞🔮",0
No longer a female as I refuse to wear heels ever again,1
i love shoegaze sm,0
I get a lot of boy who cried wolf vibes from the Red Cross and their emergency blood shortages all the time,1
"Day 55 of Lockdown. Finally bought some jigsaw puzzles. Absolutely cannot wait for them to come, highlight of my day (maybe even year)",1
@BorisJohnson @MattHancock Oh really?,1
"Left a chai tea in my car last night, baked all day in there today &amp; just now I thought it would be a good idea to take a sip. Someone come get me bc I’m clearly not ok",0
Out for brunch with my number 1 favourite @shaketheglitterrrr! Going all in with sourdough waffle and homemade bacon for hangover times. Nice to see head chef @paddy_chef getting to have Sunday morning off too! Lovely garden spot too @miss_amy_corbin! https://t.co/1zFFFXpIsV https://t.co/56nnUoIHXH,0
"Let me guess, it has to be Charlotte Tilbury makeup. And if by chance you do take it off, use Charlotte Tilbury skincare https://t.co/0c2IfIpy8l",1
i wish i could tap in to the government bank account🙄🙄🙄,1
as much as i love ginny and Georgia i hate that once again a girl only learns to masturbate bc some creep dude said to. I hate cliches,0
I wish that grilled cheese helped you get that summer bod,1
wearing a cute jumpsuit is all fun and games until you have to go to the bathroom,1
Once you go Fever Tree you never go back,0
I forgot my keys omds I had to message my brother on roblox to open the door,0
Good morning to everyone except Tristan Thompson and Jordyn Woods,0
"So I can go the pub have a meal, go to the cinema, hairdressers and a shopping spree, yet won’t be allowed to see family/friends@&amp; them meet my newborn baby?? 🤯🤯🤔🤔",0
Thank god I just accidentally snapped a rando guy from high school ‘yas queen’ with acne cream all over my face,1
love when the train stops in philly and everybody boards and of a sudden it smells like a ham sandwich,1
Am I the only person that was triggered watching a comedy about a 21 year-old forced into marriage shown through the male gaze? How much longer are we going to normalize this? #30weds21,0
Love it when I forget to transfer my rent money over from my savings 🥴,1
Keanu reeves is killing his role in ozark season 3,1
So excited to start this job!😊,1
When your walking and eating hot Cheetos at the same time and you get your move goal on your watch. That’s the definition of balance,0
When is someone going to train a little baby pig to walk on a circus ball 🤬,0
"If u watch the game at my house &amp; u talk during Cal's halftime interviews, my dad will frantically shush u and say ""God is talking!""",0
Tell u what it’s sooo nice to see things getting back to normal 🥺🥺,0
"After my Holland &amp; Barrett parcel was damaged on its way to me, I had to send probably the most middle class e-mail of my life, asking them to please resend the order ASAP as I was running out of kombucha.",0
late night coffee cravings are tempting fate,0
"our lord and savior, frank ocean, has saved us all once again.",1
It's soooo great that I've taken pain medication and my back is still hurting 😩😩😩😩😩😩,1
@Chris_Ransom @CityView1904 @Uzzell01 @BBCSport Aware she was not a tennis player when she left Canada at 2 yrs old?? aware she did not pick up a tennis racket until 6 years old??.aware last12 years trained at the same tennis club in Bromley Kent England??the girl is British no haters or doubters will take that away from her,1
"Jacob got me sunflowers and roses, is taking me to a crab boil... AND got me the only sims game I didn't have.😭 literally all my fav things",0
did anyone else get a notification from @NetflixUK saying american horror story s9 was available but doesn’t show up when you search for it?!,0
"Excited to present some research, listen to some studies and learn some stats at the #PsyPAG2021 conference :)",0
Spanish farmers block traffic with tractors to demand fair prices for producers https://t.co/2LzU6m7Yxx,0
"Ah yes, another afternoon with the WiFi down...really makes working from home that extra bit more enjoyable :)",1
"It's hard not being able to have children and seeing everyone around you have opposite moments. But with that being said, props to all you good moms putting in work and doing the right thing. If my mom hadn't put in the work I would be in a whole different place. Cheers, mamas 💎",0
horseshoe crabs are so sweet and gentle i love them,0
every date I go on I get a little scared will be phone swap,1
"If I said something like, ""I drank hot chocolate and ice water in tandem."" Would it be correct? Meaning I drank first one, then the other.",0
it'd be nice if missguided actually had stock for once🙂🙂🙂,1
The motto of 2021 is: “stop defending shitty men” this is not up for debate,0
"my favorite thing in the world is turning on another reality show &amp; having katie and joey be like ""this is the dumbest shit i've ever fucking seen"" and then a week later they're 40 episodes deep yelling at the tv😌 my job here is done. we got em again boys",0
@Abby_Starling You completely deserve it &amp; are crushing it 100% 🤧❤️ which reminds me I need to get @ you about having one of your Aggretsuko covers made into a print for our Sanrio theme bathroom b/c no have no wall art up,0
Thank you to my apartment complex for consistently cutting the grass at 8 am every Thursday for ~5 hours. It’s definitely not super obnoxious or bothersome ☺️☺️,1
Just like to congratulate everyone on the Kop today for the fastest ever Poor Scouser Tommy. Slow the fuck down,1
"Hey Siri, how do I stop simping?",1
"Using an educator discount, I receive 20% off Manga at B&amp;N. This is the only reason I am a teacher.",1
I’m really looking forward to not hugging my friends and family through choice rather than by law.,1
Trader Joe’s orange chicken is lowkey better than the orange chicken at most Seattle area Chinese restaurants,0
Why do I get updates for bloody football all the time…,0
"@GeoffreyBrock6 @RevRichardColes Do you really believe  that? I'd put more faith in the giant pumpkin. Wait a minute, he is the giant pumpkin!",1
I swear this triller event is run by teenagers,1
Boys with mullets deserve everything and more,0
"@BoardroomBoy Few links for you. To summarise, wearing face masks seems to be more effective than not. Who'da thunk...",1
Someone should’ve had me committed the day I decided to buy a pair of non-stretch denim jeans,1
When you get woken up at 3am because of aftershocks from an earthquake 👍😩,1
@dumbdotcomm no fr like..the mental strain we go through... and it’s also the fact that a lot of these nurses we have to work with either take our free labor for granted by treating us as their personal aide or treat us like dirt ain’t right or fair.....,0
"Aaah, the antidote to a crazy world @TheRepairShop @Jay_n_Co ♥️ #therepairshop",0
I watched the first two episodes of American Horror Stories and holy shit it was so bad,0
"Please consider map filters on online mutliplayer. Pretty pls, thanks @CallofDutyUK",1
Kind of rude of my stomach to still make whale noises after I’ve given it a whole protein bar,1
back to school clothes shopping even tho school is online😁😁,0
flew into a rage this morning bc i couldnt find my karaoke mic so yeah i would say things are going well for me,1
"Duodenum, Jejunum, and Ilium would be cute names for triplets, don’t @ me",1
"Watched 127 hours... Kinda reminded me of this one time I got a bad splinter. Writing a book about it now, hit me up for an autographed copy",1
It’s so easy to have the best day until someone lies to your face 🥰❤️😭,1
Thank you to @OrchardMead for organising pizza and ice cream! It was a lovely end of year gesture 😁💕 Happy holidays everyone - time to collect our time owed in lieu! 😅 #summerholidays https://t.co/324jzGSElj,1
yeah i enjoy some oregano on a nice pasta dinner (dumps oregano on mac n cheese),1
Why do I get the most views when my stories are boring,0
Is this first Cybex isokinetic dynamometer? @DrAndrewBateman #PRS2021,1
Fun fact: I sing I Morgan ar en annan dag to my daughter to get her to sleep and it works a charm. #eurovisionagain,0
After like 4 months I am finally over an emotionally manipulative asshole and I think I deserve both a slap in the face for taking that long and also a pat on the back for getting through it🤷🏻‍♀️,0
I’ve decided that I’m ready for the Schrute Farms offshoot show now.,0
sry but i would rather die than listen to a single word spoken by man who simps for elon musk,0
How DARE my friends have jobs/boyfriends/lives they should consider my feelings and be free when I am,1
"finished the queen's gambit, i loved a look into the 1960s in the american south with no racism just vibes",1
@cassieecote413 you can copy mine,1
"dad: ""are ya sending any of those boys from 5soz (wtf is a 5soz dad) a valentines gift?"" 
me: yes dad yes i am cuz im dating all of them duh",1
if jesus was resurrected again i would vote for him,1
Mad how many cars they make now without indicators 🙃,1
me and rachel are sitting in mcdonald’s talking about how we spend too much money on food and as the guy at the table behind us is leaving he lays down $10 and says have a great day and walked out i’m crying,0
"Well done @WestHam and @premierleague, great leadership! https://t.co/4IPXaK0Jpu",0
Today my pop-pop told me I was not “forced” to go to college 🙃 okay sure sureeee,1
"@AsdaServiceTeam imagine your delivery being 2 hours late, and imagine calling up your service team only for them to hang up at 10pm, coincidentally the same time the office closes. But it’s okay, my £3 delivery fee is being refunded though 👊🏻",0
Heading to bed... Ready for the weekend. Finally going to be putting the finishing touches on my basement construction...,0
"So my Twitter feed has to show me what tweets people I follow like. ...😐 If I unfollowed you, just know I'm tired of seeing porn",1
im about to just walk into a place and start working then and there and they'll have no choice but to hire me on the spot,1
"@jimrossignol I choose to interpret it as ""XD"": the universal emoticon for laughing at those poor, poor folks in Ubisoft's marketing department who have to deal with that branding until the servers quietly shut down 8 months after launch.",1
NOT OLIVIA RODRIGO TRAITOR IN THE BACKGROUND #LoveIsland,1
@trpalomo Those boots must be tasty for how much they're choking on 'em 💀,1
"what is the benefit of sugar besides making things taste sweet. all i hear is acne, tooth decay and insulin shots 🦧",0
Vaccinated this morning. Not sure it's worked - still committed to Apple and no extra autism detected. Bloody science.,1
just met the love of my life don't text,1
Does anyone not know Prince Harry got engaged? I don’t think there’s been enough in the news about it.,1
settings is such an interesting place,0
"I recovered a repressed memory today of working at @kumandgo in high school 13 years ago &amp; having to answer the phone as “we go all out at Kum &amp; Go, this is Shelby. How can I help you?” And the prank calls that led to. Pretty sure K&amp;G owe me therapy.",1
yo who wants to link up when I’m in London?!,0
Why is everyone moving to Hawaii did I miss something,0
white ppl sure do love Himalayan pink sea salt,0
Every time I see an establishment with paper straws I turn a little bit Republican,1
my mom: oh i was friends with justin briner’s mom in high school and i kissed his gay dad,0
(this is not to say I don’t love helping out on CTL or volunteering - I just don’t love doing it all at once during finals to check a box off 🙃),0
the Bob Ross documentary broke my heart i am so angry,0
@MathigonOrg How *often*????,0
@Torialou78 My excellent photography skills! :p lmao!!!,1
"please,,, for the love of god STAY HOME SO WE CAN HAVE HALLOWEEN",0
"If im your last resort, dont even bother..",0
"I’m so glad I know the quadratic formula from 8th grade instead of knowing how to pay taxes, get ready for college, oh OR ANYTHING ELSE USEFUL THAT INVOLVES BECOMING AND ADULT 🤠🥰",1
"We get it ESPN. Sawx and Yanks. 

Let's go meteor.",1
"I feel like influencers encouraging their fans, many of whom don’t have much money, to buy coins in something the influencer is heavily invested in is super immoral",0
Turned 25 today but woke up with $600 from the IRS in my bank account so quarter life crisis has been postponed,1
im not ignoring you... I’m just ignoring my responsibilities,0
I miss walking up 3 flights of stairs for class and having to catch my breath in the bathroom 😩,1
First day of school and spectrum internet has already shit itself. Amazing,1
No but the worst type of boy is the one that wears shorts and sandals when it’s snowing and constantly reminds you that it’s not that cold,0
first game not starting when it's supposed to? a UCF tradition,1
Mental shoot out ends. Silent pause. Sirens start 🚨 Always so perfectly timed 🚔🚓👍🏽 #LineOfDuty #LineofDuty6 #LOD6 #LOD,1
Why am I sad for no reason ALL THE TIME,0
@JesseEagleman10 Thank you for your service and welcome back to the Land of the Free!   Bet you have some great stories!  🇺🇸,0
The Wanted Making a comeback has officially made this the best day ever,0
Always glad to live in Kent 🙈🙈,1
It really bugs me when teachers uncap and recap highlighters three or four times per book when marking - Poor time management! #efficiency,1
Ain’t never really had a daddy so I’ll never really need one 🤷🏾‍♀️,1
finding vegetarian chocolate mousse is such an annoyingly hard task to do,0
"but clinton's emails!
oh.
emm.
fucking.
gee.

clinton's god damnèd emails.

the humanity of it all.

🤮 https://t.co/cibY5Tn9s6",1
it’s unbelievable to me that “you pay rent so your landlord can handle maintenance” “your landlord doesn’t have to fix anything that isn’t an immediate hazard” and “your landlord can forbid you from repairing stuff yourself” are beliefs that people can hold simultaneously,0
Only posting selfie’s?? On YOUR own Instagram account?? Crazy right,1
"I feel like most teens/women are not told that hormonal contraceptives increase their risk for cancer before going on birth control, and that’s messed up",0
Greenwood best youngster in the league btw,0
@Joelxclusive Have seen better acting on Casualty 🙈,0
the fact that “breaking: school shootings preventable” was an actual headline on nbc tonight is actually laughable,1
quicksand is not as big of a problem in my adult life as I thought it would be,0
Something about being up late and seeing  #Toonami trending satisfied a weird nostalgic longing in me I didn’t expect,0
i just saw the loveliest cat on the way home :),0
"Imagine spending 14 years building an image of being a genuine communist party only to throw it all down the shit can with a year long campaign of being bigoted traditionalists.

Funny how you see much less CPGB-ML activity in cities all across the UK since this shit started. https://t.co/NnurKZEZEk",0
I've been doing physics for 40 minutes I think I deserve a break 😂😂😂😭 I'm never going to get it all done at this rate,1
Imagine not liking football 🤣,1
"@kirkkorner ""But it's a deterrent"" 🙄",1
"@AsdaServiceTeam imagine your delivery being 2 hours late, and imagine calling up your service team only for them to hang up at 10pm, coincidentally the same time the office closes. But it’s okay, my £3 delivery fee is being refunded though 👊🏻",1
"Don’t worry, 20 something people who follow me here, I brushed my hair for the first time in a week today. I know, impressive.",1
Highway signs where they stretch the state shape to fit the numbers in make me irrationally angry,0
@SuspendThePres But what were the ratings??  (Replied to his Tweet with the same thing.),1
tiktok's full name is tictactoetok,1
If you don't like Lemonade you're an extremist 🍋,1
"Forgive them for you, not for them",0
"Manchester City 1989-91 Home 🔵

Hate to admit how nice of a kit this is as a Liverpool fan😂

#ManchesterCity #Messi #Manchester #Football #art #Poster https://t.co/900pc9kW9n",0
absolutely love waking up to the fire alarm at 7 am 😍,1
"@LandisDillard @nytimes It depends. Most gas stations are independently owned and operated, so in that case no.",0
I got called ugly on Twitter by an uneducated teen who refuses to show his face:( I’m gonna cry myself to sleep😭 I’m in gut wrenching pain!,1
"Hindsight is a wonderful thing, but surely the head hochos at EFL, FA, UEFA, FIFA should've cut some matches when starting the season a month late- No need for so many European ties with 2 legs, International friendlies nor League Cup. So many injuries already- many more to come.",0
I never thought at the start of lockdown that I would say lockdown life would be too overwhelming for me lol,0
It’s so much harder to get out of bed in the morning when it’s so freezing cold and you’re all cozy 🥺,0
did SM change the DCM thumbnail??,0
do you think when a middle aged white man goes to buy a big lifted brand new F150 they check to make sure his penis is incredibly small?? or do they just take his word for it,1
All humans should read today’s thread by my friend. https://t.co/UWacRg29gE,0
there's something so nice about my iPhone mapping the exact place I took a photo of the holy well I got lost looking for so I can map it onto ArcGIS,0
"I wanted to be so much harsher about Zoom meetings.

https://t.co/fR3GcEjvOV",0
"I’ve grown a lot . When people say slick shit , I just laugh nowadays🤣🤷🏾‍♀️ If you ain’t coming to me w no REAL money .. DO NOT HIT MY PHONE 😊💪🏾",0
"So I have an exam tomorrow, but likeee if the country is about to turn into a war zone does it really matter??",1
"@benshapiro it’s true, every time my little cousins put on their masks they choke to death and have to be revived. it’s very stressful for us.",1
can’t believe I’m weighing up spending £12.50 on a hotel chocolate advent calendar for myself ... but the heart wants what it wants 😕,0
I've gotten to the point where I take off my glasses in Target to avoid buying things I don't need,0
Drum and bass is dangerous stuff don't you know.. #FabricReview 🙏🏻🙏🏻🙏🏻,1
Both of these jeans are size 10. the ones in front are @CalvinKlein  and the ones in the back are a less expensive brand. You see the issue here right?? #FatShaming #clothessizing #DoBetter #jeans #disappointed https://t.co/NWm4rZlOYg,0
If I were the Red Sox I would simply play the Orioles more,1
Remember the hundred emails from companies when Covid started getting real? I’ve gotten three in regards to support for protests. And only @SavageXFenty shared helpful links and actually said black lives matter... we love capitalism 🥰🙌🏼,1
Why would Alexa's recipe for Yorkshire pudding be a bhaji yorkshire pudding ?? @bbcgoodfood,1
@stockwa16053563 @PeterGWall @michael_saylor Michael Saylor is efficient in his line of questioning. Feels like more an interrogation 😂⭕️,1
There is nothing wrong with showing concern when the next second in command of the free world has no respect for minorities #boycotthamilton,0
A message to all Muslims and Refugees: I'm sorry for how my country is treating you. You are only human. #RefugeesDetained #Trump #rt,0
so many people pressed that italy won sorry eurovision belongs to the bisexuals now x #Eurovision,1
Love a good cry 👌🏻,1
No one can understand the heartbreak teachers are feeling right now.The announcement of extended quarantine brought me to tears. How am I not supposed to hug my seniors goodbye? What if I never see them again? I’ve built bonds with these students every day for the past (1),0
We really need to remind people that universal healthcare means never needing to sit through another annual explanation of benefits meeting,1
"Also, two whole episodes this season with no D'avin at all. ☹️

#killjoys",0
Not at all concerning that a man's just been round to fiddle with the boiler and now he's left the carbon monoxide alarm won't stop beeping,1
Anyone else remember Twix Tops and M&amp;M's Biscuits or is that just me??,0
How does one find motivation to do basically anything? Asking for a friend.,1
"why do i get ripped to shreds about shopping in primark, their crop tops are stunning and cheap so why not?! I don’t earn money to waste it 🙃",0
Super bummed that one of my best friends from high school is a republican,0
I would like to dedicate my hot girl summer to the Eastpointe Chick-Fil-A. Thank you!,1
talking about the capitol all day like i'm in the hunger games or something,0
"not to brag, but my thesis topic was so good that someone else published on it three months ago 🙃",1
Pregnant and constantly crave KitKats. I literally have been living off of them for the past 4 months.  @KitKat_US,1
For so long Americans condemned greedy businessmen but made that their sole reason to elect #Trump. #POTUS #Greed,0
time for my 3 am gyoza,0
@Mike_Fabricant This aged well,1
someone hit me w a horse tranquilizer istg ive been in a pool of sweat for 6 hours and i havent slept im so tired but i love my friend so much and oh my fucking god i cant rn,1
did you know there is a direct correlation with how cool someone is and how high they cuff their pants?,1
"Me: ""Did you you find everything you were looking for?""

Customer: ""why, are you hiding something?""

Me: ""aRe YOu HIdiNg sOMetHinG?""",1
teams is down what a shame I can’t do my assignments 👉🏽👈🏽,1
"Oh? You're a real anime fan? Name all the Boku no Pico characters, I'll wait.",1
"Maybe if we didn’t comment on things that don’t concern us, the world would be a happier place?? But what do I know🤷🏻‍♀️",1
"@AlexShawESPN @robwishart @GNev2 Does he order 11 at once and drink each one at just over 5 minutes, OR do we have to take into account going to the bar? Either way it’s a disgrace and not what we should be promoting to the kids.",1
"if you didn't order the smores girl scout cookies this year, i'm rlly sorry",0
@DonaldJTrumpJr If only he had a press Corp in the house...oh wait! Shut up Jr! Time to get fitted for those lovely orange jumpsuits! If you can't be orange anymore at least you can wear it!!!,1
getting stopped by tesco security is the highlight of my day,1
"So, very delayed flight from Bristol to Edinburgh @easyJet, trademark vagueness from staff, with a chronic lack of empathy to boot (despite me travelling with three young children)... now, time to feed our family with £3 vouchers (at airport prices!) #bollocks",1
Big day in the Mumford house #sports day,1
Hearing Kendrick Perkins refer to Alec Burks as Alecs Burk like he’s attorneys general &gt;&gt;&gt;&gt;,1
"Day 3. Luggage arrived, thanks @AirFranceFR. Non random Hungarian underwear. Talk delivered. Science sated. #metaxa http://t.co/6KPjLezQOF",1
"Today the wonderful cashier lady at white creek told me that people either need to 
1. Get laid 
Or
2. Get a life",0
Absolutely DISGUSTED with how @carolineflack1 has been treated and now she's gone! You are all to blame behind your fucking keyboards of shame! @MirrorCeleb @TheSun @Daily_Record @LoveIsland #carolineflack #suicide #LoveIsland,0
Halfway through snowboarding day 1 and pretty sure I have fallen at least 69 times 😆♋️,1
Avoid mass gatherings.. does this mean that I can stay home tomorrow as I work at a school? No I thought not. #schoolclosure,1
Agreeing with the right to dunk on the centre is the real dialectical materialism,1
i have gone this entire morning thinking it was tuesday,0
okay but like the say so song ain’t that bad. I’m unironically jam to it lmao,1
Seeing my friends shine is so heartwarming 🥺🥺,0
"i have been informed that, as aroace and agender, i have triple visibility and am now visible from space.",1
I have never missed something as much as I miss the soy milk machine at the dining hall,0
@GainzyXBT Actually I've extrapolated based on the last daily candle and it turns out BTC will be sub-zero by December. The math doesn't lie.,1
it’s been 20 hours and i want another chai latte with pumpkin cold foam i can’t afford this!,1
Got my first shot. Feeling pretty good. Kinda feel like buying some Microsoft products. The shot didn't really hurt. But what will hurt is if I don't take advantage of the Microsoft office deal going on right now for a limited time,1
Owwwww stressful day.,0
ackley bridge series 3 really has no chill,0
"His last delivery was 25 MILES from my house! He couldn't stop apologising for something that was definitely not his fault, 6/7 drivers hadn't turned into work because they were celebrating Eid so I'm assuming Safwaan missed most of his Eid celebrations with his family 😞😞😞😞",0
Most people have security cameras for protection. Ours acts as a DVR,1
all i do is kiss my kitty on the forehead and tell her how much i love her,0
"Before going to Lush: I’m just gonna buy 2 bath bombs nothing crazy 😇

Me walking out: *holding 4 bath bombs, 2 lip scrubs, 3 shower gels*",0
IF ONLY PEOPLE WOULD RAKE THE FORESTS. #Debate2020,1
Death by Zara fitting room,1
finally got a shamrock shake😍☘,0
"""friends""",1
Jeudy :(,0
"My boys Sam &amp; Ben Haigh (8, 4) are huge fans of yours and would like to wish you a happy birthday all the way from England, ps cant wait to try the colour challenge with the boys during lockdown great ideas to keep them busy ! x @Preston",0
"$WISH from email newsletter today - 0.5bn customers..? Amazing if literally 'shoppers' and not repeated transactions etc.

How we're doing
500M+ Shoppers 
1M+ Merchants
200M+ Items 
100+ Countries",0
Social Care for the young is basically a bath board and bed rest and your done.,1
Just found out crossfire is still huge and there's a console ver coming out soonish. Best bed time story I've ever heard,0
@rits_meg @freedomsenpai hot loli,1
As a woman I dont need hobbies dreams or goals cause I can spend all my time wondering why he didnt text back crying into a bag of doughnuts,1
