tweet,sarcastic
I feel like I'm the biggest time waster lol,0
How do you figure out the guy in the office who doesn't have a smartphone? He's the one walking into the bathroom with a book under his arm.,0
why is it always when i have no money that my gym shoes suddenly have a hole in!! :(,0
did you know there is a direct correlation with how cool someone is and how high they cuff their pants?,1
Just finished Different for Girls / Just for One Day by @ReaLouisewener (not sure which title she prefers) &amp; loved it. Bittersweet &amp; funny.,0
"idk who needs to hear this, but you can let yourself cough while smoking weed. If your friends make fun of you for it, they’re just inexperienced &amp; immature. Thanks for coming to my Ted Talk",0
"Don't worry, even if you weren't born 60+ years ago, that doesn't mean you can't still be a Boomer.",0
it takes 2 minutes for me to paint my nails so sometimes i do it impulsively and then sit there looking at my hands like fuck i have things to do rn,0
"When the fast food cashier says ""come back again!"" and you reply ""you, too!"" #LetsMakeItAwkward",0
Someone should ’ ve had me committed the day I settle to buy a pair of non - stretch denim jeans,1
i would instead be remote reed timmers car in f3 tornado winds than go to work today,1
Why do people get so opinionated over other people going to uni? Like it’s my debt and my time I’m ‘wasting’ leave me alone,0
every night i fall asleep and hear the woofs my dog makes in her sleep 😣😣 my heart is warm,0
for the love of god someone please teach timothee chalamet how to enunciate,0
Honestly you don’t know pain until your esthetician does a microdermabrasion on you 😩😭,0
this world is so small I swear everyone knows at least 1 person you might know,0
"Thinking about that time Blizzard had the brilliant idea to change everyone ' s name on their assembly to their real names. God, what an mind that was.",1
"Heard a rumor that Baja Blast is coming to stores and regardless if anything else I hope for in aliveness falls through, at least I ' ll have this.",1
"do other people have extremely long, meticulously detailed, and always stressful to downright terrifying dreams that u could easily turn into a book or screenplay if u had any sort of motivation or do i just have Trauma",0
#BigNightIn Please send a virtual hug to Grandma Gwen in Liverpool from The Wigwoods in Coventry. Separated only by miles of cuddles xxx,0
@ MarkHendyHR Only joking. .. keep it real. hour professionals have a life excessively. .. 🤔,1
"Martin Braithwaite will be out 3-4 months due to problems in his knee cartilage, according to @gerardromero",0
mmm! big fat baked sweet potato for lunch! sour cream and hot sauce!,0
I am so fucking tired of living in the UK.,0
"Who likes cats?? These handmade cushions are perfect for a little gift. All one of a kind and handmade by me in the York! 

https://t.co/WWiGmAE7VU 

#cats #birthday #catpillow #decorativepillow #catcushion #petpillow #throwpillow #kittypillow #catlovergift #homemade https://t.co/SACNODCW5t",0
Looking for prom dresses makes me excited for prom😊,0
Ahhh Single commence to listen to a cement mixer all day. Awesome.,1
Kind of rude of my stomach to still make whale noises after I ’ ve given it a whole protein bar,1
"What a day, a massive 5* review for our tiny independant shipping container restaurant. Thanks to the friends and family who have supported us along the way, my co-pilot (and boss) @wilolu2k2 and of course @taniaballantine @timeoutlondon for the kind wor… https://t.co/1vqoUTJpUt https://t.co/SXyL07NCAH",0
"making love island is ending, constabulary school is starting again … summer is really over",1
can ' t wait to cop tickets to see the cracker quartet,1
My favorite part of flee is getting to walk past the rich people to get to my poor person seat.,1
Here for the #gbbo and #masterchef tweets only,0
Me on a Monday. https://t.co/dmNXgVM6Ar,0
"Love and kindness are never wasted. They always make a difference. They bless the one who receives them, and they bless you, the giver.” — Barbara De Angelis. 💕#BeKind #inspirationalquote https://t.co/h2Buc0tWev",0
@TstreeTContra Mcgregor is a better boxer than tyron though,0
Thursday nights how I've missed you so,0
going to cost running on three hours of sleep at work tonight! so excited! !!,1
@ RealCandaceO Ok so when does the anger and bitterness start? Just so I keister prepare properly …,1
just met the love of my life time don ' thymine text,1
my brain cells when i'm asked to do any math whatsoever https://t.co/Hn5XTP8WJD,0
everyone say a prayer to the insurance gods that they approve my heart proctor so that i may continue to have the privilege of being animated. i love the US health care system,1
I'm gonna say it: Joanne beat the fuck out of Michael's Halloween online store.,0
i bought this cute ass animal crossing pin from @cosmokii and they sent an extra pin for free 🥺 https://t.co/JJSE4QvP2C,0
Wow it ' s almost as if information technology ' s their literal job to have a lot of knowledge about a wide array of subjects. . Funny that https: / / t. co / NGi02vXxnK,1
How do I tell my wawa they’ve had mocha mint (🤮) in the regular ice coffee slot for two months,0
Hey does anyone know of any organizations that have massive stockpiles of money that could comprise super useful to the world during a public crisis? ?? ??,1
going to class! https://t.co/VgCWGl9YTG,0
Wishing totally the birthday sex on @ laurabora620 today 🎂 https: / / t. co / JtP0FCvo9R,1
"Rewatching Wonder Woman tonight and I forgot *just* how much I love this film 💛 

""When you see something wrong in the world you can either do nothing or do something, and I already tried doing nothing."" https://t.co/XMsx7E6dvF",0
@ PFTompkins Her family should definitely non seek genial health guidance. 😬,1
I’m thankful for nuggets but also my amazing friends &amp; fam ❤️❤️,0
Heading to bed... Ready for the weekend. Finally going to be putting the finishing touches on my basement construction...,0
Just wanna exaggerate that I would die for David Attenborough,0
"In other news, a man called me ‘scary looking’ at Whole Foods yesterday and then asked to use me for his art",0
"Afghanistan just completely crumbling after spending over 2 trillion USD and 240, 000 human lives over the course of 20 futile years of American occupation sounds amazing in theory, sure. But how are we gonna pay for it? What ’ s next, chocolate milk for everybody?",1
GIVE THE BALL BOBBY AND HE WILL SCORE ⚽️,0
How is it potential that Sly Stallone ’ s ‘ Cobra ’ be both the best and the worst movie ever made?,1
I WANT TO GO TO THE BEACH !!!,0
seeing people post gofundmes simply so they can get their education breaks my heart,0
i hate that low rise pants are making a comeback!!! i will NOT be partaking,0
Woke up at 3 am with a MAD craving for muddle. I guess that means 1 ' m expecting!,1
"@fabulucy @den_jw Well now I am going to have to make my own... https://t.co/1UPUTyqChg
... ""frowned upon by the Scottish church"" - new tinder profile sorted.",0
people are only as tough as their phone allows them to be,0
Life is always a little better when you are slightly obsessed with a Netflix show,0
apple.. as much as i want to say ‘abs’. no. i am typing to type ‘and’,0
There equal nothing new in an oliver james publication that can ' t be found elsewhere for free. He ' s a leftist living a straight bourgeois life,1
"A unhurt 2% off for a single order, rejoice",1
Hey does anyone know of any organizations that have massive stockpiles of money that could be super utilitarian to the world during a public crisis? ?? ??,1
i had a dream nev from catfish tried to murder me,0
Need a new job 🙄,0
Wow great album from Kanye. v John John milton cage jr. 4 ’ 43 vibe x,1
"If you don't eat meat, or just fancy a meatless meal, I'd recommend this, it's delicious. I made it last night and as there are two of us and lots of pie we're having it again tonight. # vegetarian https://t.co/LfUE5kx8CR",0
"@SolmarResorts I have been a member for 12 years, pretty frustrated with the customer service today. Really hard to recommend them currently",0
Blatantly obvious that Lionel Messi is now correct for a move to Leeds. The Newell ’ s old boys network.,1
I just wanna lie in bed and eat skips and get paid for it,0
the manliest thing I can think of be when the men from the Mankind Cup passionately sing their national anthem,1
recollect when everyone ’ s feeds were just retweeted giveaways looool those make up the days,1
THAT’S MY BEST FRIEND♥️♥️ https://t.co/Ye6dBqiN2v,0
Sometimes art school really just feels like im watching a TV show making fun of art school,0
I almost got stuck on an elevator but the guy who was in there with me was like “oh for gods sake” and just ripped the door open with his bare hands,0
@OfficialPLT I'd love to get some awesome activewear to go with my t-shirt and help me in my May challenge for @Shelter 😁🤞🏼 https://t.co/8NceX1fgTF,0
Leave pessi sign for man city,1
Drop in Center to let people get the 1st or 2nd Vaccine open today. I went thinking I was able to get my 2nd one. Wait in the que 30 mins. sits down arm ready to get! Sorry your 12hrs to early! !! We cannot vacinate you till 56 days! !! @ NicolaSturgeon # Seriously,1
"@NicoletteJones @eliistender10 1, Home schooled 3 children more 👩‍🏫 which leads to
2, drank more wine and created a whiskey wine cocktail 🤤
3, walked more! Some weeks I'm getting over 30 miles without leaving my house 😳
4, hid from the kids more hence the 30 miles, whiskey wine from the home schooling 😂",0
Imagine going to university for 4 years when you could just follow Elon Musk on twitter for devoid,1
Replace Pelosi #Nancy,0
Being a curly-haired ginger and walking into a hair salon full of women is a level of celebrity my social anxiety cannot handle,0
"I love asking my boyfriend, the biology student, really complicated physics questions and seeings his brain melt",0
I ’ m gonna miss scantrons shortening my name to “ Christ ” after sixteen years,1
It ’ s been a blissful 2. 5 hours of sopor tonight,1
Wish growing your hair was as quick as chopping it off,0
my grandma is watching the great gatsby and she said that commercials are becoming so stupid but it was a scene from the movie.,0
"First night out to the pubs and my appearance has already been picked on and I’m crying, fairs to say I’m gutted x",0
I'm gonna have a breakdown.,0
Baffles me as to why ANY retailers still use Hermes as their chosen courier 😑,0
that moment when a winter storm keeps people at home more than the pandemic has.,0
"@ownyourowndata @Algorandd Be nice to add more to my pot, maybe one day i can give some away.. #Algorand",0
"When I finally die, just please don't let it end with one of those shitty pop covers that Disney plays over the credits",0
Please please please show your support for my dad and his charity event. 7 sprint triathlons in 7 days - http://t.co/SxC8AhB8nA,0
I can ' t wait to name my children after things I will never have. My daughter will be Hope. My son will personify PS5 because that shit is expensive.,1
accepted for beat the chasers audience✅ level up ✅,0
if i see a capybara in person gem state probably throw up,1
"will never understand why ppl do meth, , just buy a shit tonne of incense in bulk stupid",1
elrow at ushuaïa was bloody great,0
@ catboychika Aren ' t you well chosen I gave you less competition for ranking,1
"I made a thing. My first attempt at mixed media, steampunk style as a gift to @bbmatt 14 years of not killing each other. I'm kind of happy with this one. #anniversary #happy #mixedmedia #steampunk #myart https://t.co/NRiuzE3rfu",0
Has anyone written about the complexity of sick leave for the service/retail industry and how impossible it is not to screw over the other workers with it? does that make sense? I need an academic article on this with better words,0
"just booked to see David Grey too, ,, am i 40",1
Just had my windows cleaned and I feel posh lmao,0
"Me: "" Did you you find everything you were looking for? "" Customer: "" why, are you hiding something? "" Me: "" aRe YOu concealing sOMetHinG? """,1
"@ inkofreality @ StrangerTings1 @ nytimes You ' ra so close to understanding baseline biasing. You can get there, I consider in you!",1
If you don ' t like Lemonade you ' re an extremist 🍋,1
@ abhiishekkkkkk @ FCBGox Did you even watch a single la Liga madrid biz last season bruh Varane isn ’ t that good anymore,1
"Nothing screams “ I ’ m a glamorous cosmopolitan woman ” like following your dog down the street in the midst of winter, saying “ go potty! Go POTTY! ” over and over again.",1
we love when the power goes out at 6: 30 in the morning on a wednesday https: / / t. co / BBIQ7ZYS3x,1
my boss sent me ice cream bc I got my wisdom teeth taken out 🥺,0
In ​Bostrom's words: https://t.co/eqt6oEjwcX,0
shang chi meant so fucking much to me. i can hardly imagine what it meant to others.,0
Whenever I go to Starbucks I panic while ordering &amp; get a tall because it sounds like a large but then it's tiny,0
It ’ s been a blissful 2. 5 hours of sleep tonight,1
ugh I have to send an e mail? ?? how astir I just quit! !! !!,1
"knew one coworker recently had a baby, but didn't send us pictures so far. People are curious, so I tacked up a stock photo of an ugly baby.",0
Happy 45th birthday Chester Bennington! We wish we could have celebrated today with you.  You will always be in our hearts. #linkinparkforlife  #ChesterBennington #HappyBirthday #LinkinPark #SuicidePrevention #wewillalwaysloveyou,0
Nothing worse than seeing one of your best friends cry😪,0
"My top 3 movies off the last decade in no particular order... Hereditary, It Follows and What We Do in the Shadows. Yes.",0
“ The App Store [is ]. .. an economic miracle ” 🙄 but Malus pumila magic not working today at # AntiTrustHearings # Apple stifles invention that is the lifeblood of our economy. - Lucy McBath speaking some truth today # HouseJudiciary https: / / t. co / 2swhC9daBM,1
"My department is hiring in metaphysics and epistemology (broadly construed). 2-2 teaching load with TA support (2-1 for the first 2 years), MA program, in a city of 260k people with several locations of just about every fast food restaurant. Not bad! https://t.co/bCd3pNEMCa",0
Corsodyl failing to consider i comparable be a person who spits blood when they brush their teeth,1
it ’ s always the girls Ane don ’ t even know that wanna talk about me 24 / 7:) I love my fans: ),1
Perk of being ill is having my dad treat me like the queen for the week,0
@dyIanobrins 💙,0
dont u just love when u get quick for a cancelled date two hours early. .. yeah i wasnt excited or anything,1
"So our landlord just brought in unexampled sofas which is lovely but in the process broke a table, someone ’ s cup and spilt tea on the carpet and left saying “ you should probably clean that up ” thanks Darren 🖕 🏼",1
"I recovered a repressed memory today of working at @ kumandgo in high school 13 years ago & amp; having to answer the phone as “ we go all out at Kum & amp; Go, this is Shelby. How can I help you? ” And the prank calls that led to. Pretty sure K & amp; G owe me therapy.",1
What happened to unbiased journalism @ SkyNews?,1
Update: holding hands with your mom and walk around campus also shows you ' re prepared for the independence college offers,1
am i the only one who feels like the re-recording of you will be found is really dull?? like during the “have you seen this” part &amp; where they’re talking about the video blowing up like there’s no excitement whatsoever,0
There’s no way Godzilla loses right? He’s literally fought worse kiaju before and still won 🤷🏽‍♂️,0
There is a boiling hot place in hell for the bloke who brought and used his nail clippers in a library.,0
"What a showing from the whole squad. Champions down, Grealish and Sterling pocketed, no Kane needed, Dreamland. COME ON YOU SPURS #COYS #TOTMCI",0
What kind of sins have y ’ all been committing for God to punish usa with this kinda weather. ..,1
Tell my 18 month old to not put what is in her hand into her mouth. Her solution: try to shove it in Mom's mouth. #olilogic,0
My eldest is having a wild Friday night out. She ' s going to bingo. 😂,1
"Gotta feel for the Swiss, and Sommer in particular. What an amazing fight they showed. Just what you want to see at a major tournament. #Euro2020",0
Old people don ’ thyroxin deserve right hand,1
I have to live with my roommate for 2.5 more days and I question whether my sanity can even take that.,0
Because of # Trump Atomic number 53 now wear ' t have to worry about other countries making fun of me for being fat! 🍩 🍫 🍰 🍕 # Thankstotrump # America,1
"@AsdaServiceTeam imagine your delivery being 2 hours late, and imagine calling up your service team only for them to hang up at 10pm, coincidentally the same time the office closes. But it’s okay, my £3 delivery fee is being refunded though 👊🏻",0
Might just fuck around and take some horse dewormer for the thrill of if. Maybe I ’ ll feel something,1
we felicitous! !! !! !! !!!,1
"so we saved the liquid from when we cooked some rhubarb the other day and froze it into ice cubes. just had a couple cubes in some lemonade, and it's /amazing/ and mum and i are geniuses",0
i would rather exist outside reed timmers car in f3 tornado winds than go to bring today,1
2 assignments due Friday and I have no motivation to do either of them 😭,0
90% of adulthood is just refilling your Brita ewer.,1
spent my entire lunch break defending trans rights to my boss and other execs so if anyone needs me I will be looking for a new job,0
Wiggins is gonna be filthy in the next few years,0
"Every time I hear the drop on Pressure - @MartinGarrix, All I can see is @danielricciardo 💁‍♂️🤷‍♂️
 
https://t.co/VFDBWuZwFi",0
"Ane ' m so glad the clocks just went back, I have this whole extra time of day of insomnia to play with.",1
"I remember when I was a kid how I used to troll my dad. 
I’d be watching a film on sky movies and then when I knew he was in the other room I would say out loud ‘wow look at the tits on her’ 
He would come back in the room and nothing was there but he’d ask questions like…",0
Just getting some WD40 on my letter box to help the hapless postman with his delivery today # valentinesday2021 # WD40,1
where can I hand my notice in for mental illness? been working at the same thing for way too long and it ’ s fourth dimension for a change.,1
I don ' t think Republican have any self awareness or any idea of how the world works. .. Nice try though.,1
"Grealish is just good. You hate to admit it, but damn.",0
"looking at pre-pandemic photos and remembering that my life used to be deceptively interesting, a Sunday Mood",0
@PONOS_EN Tankful for my 20+90 Tank Cat,0
Quite poetic to have my last midwifery exam and my first midwifery job interview on International Day of the Midwife #IDM2021,0
@ raerenyse Easily one of the worst and most damaging takes for both trans AND cis women I have seen thus far. Congrats on reaching new levels of awful lmao,1
"My boyfriend does this cute thing where he takes recipes, pre-made foods, drinks, etc. and “doctors” them for me so they taste better. Like all my containers of hummus? Salted, peppered, and a fuck ton of EVOO.",0
what ever happened to the lizzie mcguire reboot,0
"dad: "" are ya sending any of those boys from 5soz (wtf is a 5soz dad) a valentines gift? "" maine: yes dad yes i am cuz im dating all of them duh",1
help! i ' m being haunt by numb people! (my dissertations ),1
if you display your pop funkos in the box so you ’ re a tory,1
"Also, two whole episodes this season with no D'avin at all. ☹️

#killjoys",0
@ Torialou78 My excellent picture taking skills! : p lmao! !!,1
Throwback to when I answered the phone at work with “ thank you for calling Courtney! My name represent principal ” wow I love myself,1
do you think when a middle aged white man goes to buy a big lifted marque new F150 they check to make sure his penis is incredibly small? ? or do they just take his word for it,1
"Few of us who are in ""low classed jobs"" who are still in work as we are classed as essential workers are the same people who were claiming UC over the past few years &amp; got scrutinised for it.
#UniversalCredit is trending because now people see how UC isn't just for ""lower class"".",0
"Sooo. .. @ adamlevine was that "" Nice! "" and twofold fist pump for the show or @ shakira s ass that you were checking out? @ NBCTheVoice",1
@ kidcuisine98 Based confidence and believing in proper eye liaison - pilled!,1
"sorry for crying about paddington, i really didn’t mean to",0
not to appall anyone but i just saw spider - man by uta,1
i love siriusxm. siriusxm be my friend,1
the fact that “ breaking: shoal shootings preventable ” was an actual headline on nbc tonight is actually laughable,1
Omg thank u for orient knocked out that I apologize too much 🙏,1
How nice of tonsillitis to join me on my vacation 🖕 🏻 🖕 🏻 🖕 🏻 🖕 🏻,1
Why do we all love talking about our pet peeves,0
I love the feeling of not studying enough and studying too much. There is never a middle ground during final season of law school,0
"@dave26318632 I don’t get anywhere near £500 a month on UC though. I basically get told “you get what you get, and if you don’t like it you can fuck off and die.”

One thing’s for certain, I wouldn’t cross a puddle for the benefits I’m on, let alone the Channel.",0
"I’ve spent a thousand dollars in four days and the vet has given me an estimate that it will be an additional thousand over the next couple months for treatment 

Your generosity has been so helpful, I appreciate everyone who’s helped however they can!",0
drive to work with no music kinda day,0
@Naughty_Dog Remake them like Spyro and Crash and then release Jak 4!,0
"I know these things take time, but I feel so bad that the cats hiss and growl every time they see each other. I just want them to be friends!",0
a level antony tudor history can make one,1
"If I said something like, ""I drank hot chocolate and ice water in tandem."" Would it be correct? Meaning I drank first one, then the other.",0
@HamleysOfficial what time do you close today at your Regent Street store? Thank you,0
"Reporting live from the middle of nowhere, Texas: tumbleweeds do exist",0
former ww2 boys have a kink for polish women,0
true friendship is actually magical and i think the internet has reduced it down to mere likes and hobbies when its more like a soul meeting another than anything else,0
Married At First Sight: Australia is soooo juicy this season,0
@netflix the good shows that were cancelled for this to happen: 👁️👄👁️,0
Using jazz as a reading playlist has reminded me one thing: I love Ella Fitzgerald,0
"@ kirkkorner "" But it ' s a deterrent "" 🙄",1
I love information technology when someone criticses my parenting then their adult son cuts his finger off with a knife and breaks his leg by fall off a bike,1
Wow. .. the universe gave maine the task of a potty trail a whole human? the audacity.,1
2 busy working ii precaution,1
"If I was a wealthy Boomer and I saw a bunch of angry Millennials coming for my money, I'd be nervous. We already killed Applebee's, we will kill again #EatTheRich",0
I accidentally made butter when trying to whip cream this morning and Unity recollect that ’ s a great representation of how I ’ ve reached my capacity for working from home,1
HAPPY WORLD TAPIR DAY EVERYONE!!! HERE IS YOUR YEARLY REMINDER THAT I LOVE TAPIRS!!!,0
@Azuliblancos @Herring1967 I think about Blue Rat whenever I see an energy drink: 'All the energy of a rat... in a can'.,0
"Your family just escaped war, bloodshed, and devastation. #Trump's bigotry sent you back to face persecution. #US https://t.co/CFogfvsQjn",0
"these two girls are on the beach in lawn chairs, i love shoobies",1
"Afghanistan just completely crumbling after spending over 2 trillion USD and 240, 000 human lives over the course of 20 futile years of American occupation sounds amazing in theory, sure. But how are we gonna pay for it? What ’ s next, chocolate milk for everybody?",1
it ’ s so rude that i ’ yard not at the beach right now,1
craving hot sauce,0
Sorry I've not been that active in chat! I have started an actual 9-5 job on top of finishing university! Hope everyone is doing good :D,0
Can ' t wait until I live to be 110 years old and I have people asking me how 1 ' ve lived for such a long time so that I can make up some hyper - specific secret to longevity that people will inevitably follow,1
"if he’s:
- smooth talkin
- so rockin
- got everythin that a girls wantin
- a cutie
- plays it groovy
- you cant help yourself from doin something stupid 
- think your fallin for his smile
- butterflies when he says your name
- got somethin special
Then:
-he’s probably just tall",0
Makes me feel proper uncomfortable when I see people eating full on meals in their beds,0
"I was getting overwhelmed like ""I have so much to do idk where to start"" but then I remembered that doing something was better than doing nothing so I just started doing something and I think that was really responsible of me",0
I’m not going to lie I didn’t realise haircuts or should I say “fresh trims” were so important to guys before lockdown💇🏻‍♂️😂,0
Yo does anyone know how parking spots are assigned for painting??,0
no more instagram. we must all return to scrapbooks.,1
Anyone else with AT&amp;T have no cell service?,0
things are looking UP omg I am so excited for this next chapter of my life,0
@ SkySportsBoxing if i think you would have a fortune against fury i mean its easy for some broken bodied old boy to beat the best in the world,1
You never realize how easy life really is until you can't breathe through your nose. 😶,0
"make it illegal to say / write "" Dems in disarray "" on account of it be stupid as fuck",1
I'm going wedding dress shopping Thursday 😊,0
I got take if I needed a kid ’ s menu today. .. 21 is treat me well 👶 🏼,1
I would do thusly much for people that would do absolutely nothing for me lol at least i know who my true friends are 😀,1
"Duodenum, Jejunum, and Ilium would be cute names for triplets, don ’ metric ton @ me",1
@ TheBabylonBee And the hot aura and BS she yield makes for a perfect backup energy source!,1
i love talking about feminism when I'm drunk,0
I was getting off the skii lift today and this dude bumped into me and goes “oh i’m sorry little guy” ?????? Im literally 20. Also a girl,0
"I turn 30 in just over three months from now, and I’m feeling weird about it. On one hand, I know that aging is normal and okay and good and that most people are happier in their 30s compared to their 20s, and that 30 is not “old.” On the other hand, I feel nervous and sad.",0
What the fuck is this Twitter update,0
Less than 48 hours 'til Bonnaroo and I'm so hyped. 👌🏻🔥🙌🏼 cannot wait!,0
"Day xxxviii of quarantine is an interesting time to get a new drum kit, neighbour",1
YOU HAVE TO understand that people fight INVISIBLE battles. don’t invalidate anyone’s feelings.,0
In cheery spain at the moment! !! Hows it all in england?,1
"nothing more I want/ever wanted in life than this move to London for a couple months to go ahead, finally being able to enjoy life a lil 🤞🏻",0
People who drive under the speed limit. Death Penalty.,0
Between Mikey cooking and Didi cooking for me I relaxing 😎 cooking? ? I don ’ t know her,1
Getting a dog was individual handedly the best and worst thing I ’ ve ever done. . can ’ t imagine life without her and I can ’ t live without her. . Make sense?,1
@ ShareZone5 @ StockpickB You are a right sheaf of laughs to take to the pictures Draft!,1
the time is currently 00:24 and the single thing rattling around in my brain is the noise those door stoppers make. you know the one,0
@TalkTalk how can you allow someone to be without internet for three days in 2019? Told I have to wait 72 hours so managers can check if other customers are effected before resolving the issue @guardianmoney,0
"@ Showmasters are basically thieves, quote it ’ s in the small print so you can ’ metric ton have a refund. Dates moved from summer, to a 4 hour slot on a Friday evening in November which is about as much use as a telescopic sight on a knife. # WeWantARefund @ UKConsumerRight",1
also imagine that same school putting you in a dangerous and triggering situation because they won't take you out of those hotels even after complaining that men are catcalling and following you up to your floor in broad daylight :) i hate the school for this it makes me feel ill https://t.co/ZLEG40HARB,0
as much as i like being home i miss my uni pals and messing around in the kitchen at 2am,0
It really bugs me when teachers uncap and recap highlighters three or four times per leger when marking - Poor time management! # efficiency,1
Of course I was going to spend my birthday desperately trying not to poo myself,0
"Day thirty eight of quarantine be an interesting time to get a new drum kit, neighbor",1
OT OT,0
Fanny ’ t wait for those $ 2000 checks to go out immediately,1
I forgot how much the notebook makes me cry everytime. Now I’m sitting here on a Friday night with puffy red eyes and im super emotional,0
@ sonofsama1 @ Santandave1 you ’ re trash,1
"Maxwell, Arthur’s middle name is Grandpa’s name. So he has a piece of two very important people of Mikeys family. Grandpa is a incredible guy and this was probably the only thing at this point that we could give him to make him feel appreciated and loved. Grandpa loves his name.",0
Bring on diallo ffs. Nothing is working rn.,0
"Today I learned that kitties do this thing called ""making biscuits"" when they're happy and content, and that's the most wholesome thing ever.",0
is it illegal to discriminate against someone on the basis that they feature a joker tattoo,1
The meaning behind Little Talks - @monstersandmen has to be the most pure example of love I've heard in a song for at least a little while #ILoveYou,0
"18 yr olds: *literally in the olympics* 
me: *just melted the bread bag onto the toaster*",0
Love it when Ace forget to transfer my rent money complete from my savings 🥴,1
I’m sorry but high school was the longest 4 years of my life and I will not miss it at all,0
My mental state is getting dangerously close to Ben Wyatt’s that time he spent weeks on a 3 second claymation movie,0
Super bummed that one of my best friends from high school is a republican,0
"Hey @Honda, any chance we could see a civic in Rocket League? 😉",0
people who think it’s funny to spike drinks are the actual scum of the earth,0
Not at all concerning that a man ' s just been round to fiddle with the boiler and now atomic number 2 ' s left the carbon monoxide alarm won ' t stop beeping,1
Can anybody explain why all hotel shampoo smells like the taste of grape flavored medicine?,0
you care ketchup but non tomatoes? ?? grow up,1
"“ tit for tat, butter for avoirdupois, you kill my dog, i eat your cat ” is a liberian proverb for “ an eye for an eye ”. my ancestors were spittin ’",1
tbh do I even have to come out as gay I feel like my whole existence just speaks for itself,0
i almost forgot to tweet about jason bateman today,0
"Bruh how do people manage dozens of healthy, fun and equitable friendships over a long period of time? I can hardly handle like 3 😖",0
The French anthem is a banger. Love this gorgeous orchestration! #Olympics,0
i love texting on my laptop so much. i enter a flow state of gossip. i turn into a bard. a town crier. all the news that’s fit to print.,0
ayo govvy hook me up w that stimmy if you know how the flow goes y feel,0
No one can understand the heartbreak teachers are feeling right now.The announcement of extended quarantine brought me to tears. How am I not supposed to hug my seniors goodbye? What if I never see them again? I’ve built bonds with these students every day for the past (1),0
Keeping my fingers crossed @stcware continuing supporting the Wii U post-Nero. If Nero is half as good as it looks we sorely need these guys,0
Replace Pelosi # Nancy,1
Why you gotta take someone pure like Sean Lock from us huh? Why couldn’t it be James Corden?,0
Congratulations Jayden. A worthy winner of the award and a bright future ahead of you. https://t.co/iBM0FAIjcp,0
"Piers Morgan getting grief for his comments on silver and bronze medals.

But, ask the average person to name 10 British Olympians and they’ll rattle off 10 gold medalists.",0
#PostAnUnpopularFoodOpinion salad cream on toast mmmmmmmm,0
Honestly this weather is the best birthday present I could ever receive,0
thinking about that time when a week after i broke up with him my ex sent me a playlist to tell me all his feelings from throughout our 3 week relationship+how he felt about it ending and the whole thing was just john mayer songs,0
"Is it just me, or do they keep taking The Associate on and off Netflix...",0
Been playing Ghost of Tsushima and I love it!!!,0
so like does anyone even remember what happened in september,0
Man I pray I never have to feel the pain or loss of losing my loves ones in a school shooting. Hug your love ones a little tighter tonight because you truly never know how long you have,0
How nice of tonsillitis to join me on my vacation 🖕 🏻 🖕 🏻 🖕 🏻 🖕 🏻,1
Why did my wife decide we needed a new kitchen !2Days to strip the tiles and plywood off ! https://t.co/Z2Jy5JsgDK,0
"I unsubscribe from being an grownup, its not for me",1
"have a listen, download it for whatever overly-specific amount you think it's worth, and if you remember the original, have a think about how far we've all come since those sweaty pub gig days. And like and RT and all that good stuff 😚",0
a good night of dancing. i feel replenished. time to finish out the week with a bang,0
"I can't tell if my professors keep skipping/delaying Introductions because grad school is so serious and important that you have to immediately dive into material, or if because classes at AU haven't been in-person in two years all the profs are majorly disoriented",0
ive been watching british streamers for too long. i caught myself saying aircon instead of AC,0
I love it when someone criticses my parenting and so their adult son cuts his finger off with a tongue and breaks his leg by falling off a bike,1
Meh…Drakes album. Don’t feel like there’s a song on there that I wanna listen to twice. Maybe it will grow on me 🤷🏼‍♀️,0
“The number one freedom white people have in America is to remain totally ignorant about the injustices committed against those who are other than white” - Jane Elliot,0
"Oh wow, trolls very have a lot of time on there hands, jeez 🙄 they really don ’ t like getting banned # twitchtrolls",1
Friendly reminder you ’ re not vegan if you live with cum,1
Update: they ’ ve finally close the campus which means I wasted my day going in and waiting on lectures 🙃 https: / / t. co / kBTOqNpX3Z,1
#jackstack @TGIFridays 😍😍😍 https://t.co/J2Ycj5WbOe,0
I was OK until Jac got emotional #HolbyCity 😭,0
The problem with buying Christmas presents is that I want to keep so many of them 😍🎁🎄🎅🏼,0
i bang 6 hr panic attacks,1
Woke up at 3 am with a MAD craving for hole. One guess that means I ' m expecting!,1
do you think when a middle aged white man goes to buy a big lifted brand new F150 they check to make sure his penis is incredibly small? ? or do they merely take his word for it,1
i want grilled cheese but i dont wanna be shittin and fartin,0
It ’ s funny that you guys thought sports mattered during a pandemic. I simply can non imagine caring about a winning streak rn.,1
"@ AsdaServiceTeam imagine your delivery being 2 hours late, and imagine calling up your service team only for them to hang up at 10pm, coincidentally the same time the office closes. But information technology ’ s okay, my £ 3 delivery fee is being refunded though 👊 🏻",1
Hannah Montana pandora station is so underrated,0
@ArenaSwansea @creedfs Specialty starter or light bite featuring laverbread.,0
My coworkers make for this fun game where they try to describe bars in la crosse & amp; have me guess which one they ’ re talking astir,1
ate a bagel with cream cheese earlier and the impending day of reckoning immediately vanished from my mind,1
Putting the toilet paper roll on so that it hangs nether instead of over is a crime worthy of the death penalty,1
